,danceability,energy,key,loudness,mode,speechiness,acousticness,instrumentalness,liveness,valence,tempo,type,id,uri,track_href,analysis_url,duration_ms,time_signature,artist,genre
0,0.711,0.718,7,-8.508,1,0.045,0.719,0.925,0.102,0.964,115.365,audio_features,6tWVMFlSwTPVOgeWBQMapG,spotify:track:6tWVMFlSwTPVOgeWBQMapG,https://api.spotify.com/v1/tracks/6tWVMFlSwTPVOgeWBQMapG,https://api.spotify.com/v1/audio-analysis/6tWVMFlSwTPVOgeWBQMapG,209267,4,The Shaskeen Ceili Band,ceilidh
1,0.375,0.638,7,-10.019,1,0.117,0.0385,0.81,0.204,0.312,153.053,audio_features,0o2eskG4wNCUrQwJKU3GUY,spotify:track:0o2eskG4wNCUrQwJKU3GUY,https://api.spotify.com/v1/tracks/0o2eskG4wNCUrQwJKU3GUY,https://api.spotify.com/v1/audio-analysis/0o2eskG4wNCUrQwJKU3GUY,216013,4,The Celtic Ceili Band,ceilidh
2,0.686,0.559,7,-6.453,1,0.0346,0.748,0.0,0.0884,0.836,123.107,audio_features,49vaQ2CWt3tcSwymZOkH4B,spotify:track:49vaQ2CWt3tcSwymZOkH4B,https://api.spotify.com/v1/tracks/49vaQ2CWt3tcSwymZOkH4B,https://api.spotify.com/v1/audio-analysis/49vaQ2CWt3tcSwymZOkH4B,230133,5,Kilfenora Céilí Band,ceilidh
3,0.624,0.628,2,-7.361,1,0.0467,0.809,0.169,0.0982,0.977,125.467,audio_features,1q6jvelW7QGAN9nDl9XABI,spotify:track:1q6jvelW7QGAN9nDl9XABI,https://api.spotify.com/v1/tracks/1q6jvelW7QGAN9nDl9XABI,https://api.spotify.com/v1/audio-analysis/1q6jvelW7QGAN9nDl9XABI,162226,4,Dartry Ceili Band,ceilidh
4,0.555,0.442,11,-13.64,0,0.0495,0.485,0.922,0.0965,0.608,131.2,audio_features,0yL4ut7gK0LIy55TLveDkP,spotify:track:0yL4ut7gK0LIy55TLveDkP,https://api.spotify.com/v1/tracks/0yL4ut7gK0LIy55TLveDkP,https://api.spotify.com/v1/audio-analysis/0yL4ut7gK0LIy55TLveDkP,86067,4,The Irish Ceili Band,ceilidh
5,0.404,0.405,11,-6.332,0,0.0348,0.904,3.56e-06,0.226,0.515,175.697,audio_features,4PFsiPjuu7W6cXehxyxt1W,spotify:track:4PFsiPjuu7W6cXehxyxt1W,https://api.spotify.com/v1/tracks/4PFsiPjuu7W6cXehxyxt1W,https://api.spotify.com/v1/audio-analysis/4PFsiPjuu7W6cXehxyxt1W,217827,4,Kilfenora Céilí Band,ceilidh
6,0.63,0.793,11,-13.092,0,0.0446,0.243,0.963,0.174,0.968,122.062,audio_features,3z4Ty4vUNZCyvjq05NiP6m,spotify:track:3z4Ty4vUNZCyvjq05NiP6m,https://api.spotify.com/v1/tracks/3z4Ty4vUNZCyvjq05NiP6m,https://api.spotify.com/v1/audio-analysis/3z4Ty4vUNZCyvjq05NiP6m,334067,4,Eamonn Ceant,ceilidh
7,0.229,0.36,2,-9.327,1,0.038,0.826,0.0,0.319,0.441,50.126,audio_features,7gL0N2c9TnBnZuZETf5GKc,spotify:track:7gL0N2c9TnBnZuZETf5GKc,https://api.spotify.com/v1/tracks/7gL0N2c9TnBnZuZETf5GKc,https://api.spotify.com/v1/audio-analysis/7gL0N2c9TnBnZuZETf5GKc,260947,4,Kilfenora Céilí Band,ceilidh
8,0.601,0.807,2,-2.955,1,0.0397,0.687,0.283,0.0516,0.965,128.093,audio_features,3mOTX8NKV4oPMWAXbATvst,spotify:track:3mOTX8NKV4oPMWAXbATvst,https://api.spotify.com/v1/tracks/3mOTX8NKV4oPMWAXbATvst,https://api.spotify.com/v1/audio-analysis/3mOTX8NKV4oPMWAXbATvst,222027,4,Kilfenora Céilí Band,ceilidh
9,0.515,0.683,0,-9.966,1,0.039,0.166,1.84e-06,0.0956,0.657,105.981,audio_features,0yDZpPGpZumOb1bUKJZxti,spotify:track:0yDZpPGpZumOb1bUKJZxti,https://api.spotify.com/v1/tracks/0yDZpPGpZumOb1bUKJZxti,https://api.spotify.com/v1/audio-analysis/0yDZpPGpZumOb1bUKJZxti,313493,4,Ceili Rain,ceilidh
10,0.548,0.196,2,-16.543,1,0.0337,0.743,6.78e-05,0.0789,0.633,85.804,audio_features,74YMkuZdZYHYF5yTcUlZ6j,spotify:track:74YMkuZdZYHYF5yTcUlZ6j,https://api.spotify.com/v1/tracks/74YMkuZdZYHYF5yTcUlZ6j,https://api.spotify.com/v1/audio-analysis/74YMkuZdZYHYF5yTcUlZ6j,209907,4,The Irish Ceili Band,ceilidh
11,0.558,0.789,0,-8.663,1,0.0375,0.113,0.00448,0.0343,0.85,106.349,audio_features,66QxGFRzqoQxani2GNuQJr,spotify:track:66QxGFRzqoQxani2GNuQJr,https://api.spotify.com/v1/tracks/66QxGFRzqoQxani2GNuQJr,https://api.spotify.com/v1/audio-analysis/66QxGFRzqoQxani2GNuQJr,155945,4,Gunna Sound Ceilidh Band,ceilidh
12,0.413,0.26,7,-9.974,1,0.0318,0.685,0.000104,0.226,0.45,150.063,audio_features,53a2HS1PBaR3Dt8rJaVvLw,spotify:track:53a2HS1PBaR3Dt8rJaVvLw,https://api.spotify.com/v1/tracks/53a2HS1PBaR3Dt8rJaVvLw,https://api.spotify.com/v1/audio-analysis/53a2HS1PBaR3Dt8rJaVvLw,200373,3,Kilfenora Céilí Band,ceilidh
13,0.747,0.745,7,-6.548,1,0.0395,0.499,0.904,0.0226,0.887,121.764,audio_features,2K7TzvOpAm8gejq6Ce7Gfw,spotify:track:2K7TzvOpAm8gejq6Ce7Gfw,https://api.spotify.com/v1/tracks/2K7TzvOpAm8gejq6Ce7Gfw,https://api.spotify.com/v1/audio-analysis/2K7TzvOpAm8gejq6Ce7Gfw,133360,4,The Lothian Scottish Dance Band,ceilidh
14,0.581,0.787,0,-6.77,1,0.0332,0.331,0.0,0.0816,0.915,109.194,audio_features,6HNHgPIEGAZ4DBB6QGxh7W,spotify:track:6HNHgPIEGAZ4DBB6QGxh7W,https://api.spotify.com/v1/tracks/6HNHgPIEGAZ4DBB6QGxh7W,https://api.spotify.com/v1/audio-analysis/6HNHgPIEGAZ4DBB6QGxh7W,152137,4,Gunna Sound Ceilidh Band,ceilidh
15,0.499,0.855,2,-7.99,1,0.0841,0.703,0.00232,0.263,0.952,115.494,audio_features,7BCAaDDuesyBhgQwKpJmnN,spotify:track:7BCAaDDuesyBhgQwKpJmnN,https://api.spotify.com/v1/tracks/7BCAaDDuesyBhgQwKpJmnN,https://api.spotify.com/v1/audio-analysis/7BCAaDDuesyBhgQwKpJmnN,171680,4,Kilfenora Fiddle Ceili Band,ceilidh
16,0.786,0.657,2,-3.371,1,0.0668,0.781,0.738,0.0284,0.92,166.905,audio_features,6df61qz4AjigYNjLw01dum,spotify:track:6df61qz4AjigYNjLw01dum,https://api.spotify.com/v1/tracks/6df61qz4AjigYNjLw01dum,https://api.spotify.com/v1/audio-analysis/6df61qz4AjigYNjLw01dum,100280,4,Malachy Doris Ceili Band,ceilidh
17,0.55,0.278,11,-16.735,0,0.0617,0.18,0.951,0.124,0.335,131.105,audio_features,2uDsbgDK9rPSnFCdMl8YLr,spotify:track:2uDsbgDK9rPSnFCdMl8YLr,https://api.spotify.com/v1/tracks/2uDsbgDK9rPSnFCdMl8YLr,https://api.spotify.com/v1/audio-analysis/2uDsbgDK9rPSnFCdMl8YLr,85000,4,The Celtic Ceili Band,ceilidh
18,0.565,0.731,0,-7.579,1,0.0444,0.00717,0.0,0.172,0.644,119.951,audio_features,2Qzp69hAKsa7gnMA7K36eK,spotify:track:2Qzp69hAKsa7gnMA7K36eK,https://api.spotify.com/v1/tracks/2Qzp69hAKsa7gnMA7K36eK,https://api.spotify.com/v1/audio-analysis/2Qzp69hAKsa7gnMA7K36eK,274493,4,Ceili Rain,ceilidh
19,0.563,0.621,2,-5.128,1,0.0447,0.736,0.00777,0.105,0.819,125.958,audio_features,3pnc7PGLdXBA1hSTGty8aQ,spotify:track:3pnc7PGLdXBA1hSTGty8aQ,https://api.spotify.com/v1/tracks/3pnc7PGLdXBA1hSTGty8aQ,https://api.spotify.com/v1/audio-analysis/3pnc7PGLdXBA1hSTGty8aQ,250387,4,Climax Ceilidh Band,ceilidh
20,0.37,0.48,5,-6.951,1,0.0289,0.75,0.28,0.107,0.598,130.018,audio_features,3CZIrHpNxBPdH5TZYuvWjc,spotify:track:3CZIrHpNxBPdH5TZYuvWjc,https://api.spotify.com/v1/tracks/3CZIrHpNxBPdH5TZYuvWjc,https://api.spotify.com/v1/audio-analysis/3CZIrHpNxBPdH5TZYuvWjc,277960,4,Kilfenora Céilí Band,ceilidh
21,0.316,0.613,7,-8.993,1,0.0522,0.275,0.0,0.292,0.77,166.584,audio_features,5iRtyVwylZZVPLfrgd6j6y,spotify:track:5iRtyVwylZZVPLfrgd6j6y,https://api.spotify.com/v1/tracks/5iRtyVwylZZVPLfrgd6j6y,https://api.spotify.com/v1/audio-analysis/5iRtyVwylZZVPLfrgd6j6y,274458,4,Gunna Sound Ceilidh Band,ceilidh
22,0.711,0.718,7,-8.508,1,0.045,0.719,0.925,0.102,0.964,115.365,audio_features,2wBKu3yjrxP4VsuZW61CnQ,spotify:track:2wBKu3yjrxP4VsuZW61CnQ,https://api.spotify.com/v1/tracks/2wBKu3yjrxP4VsuZW61CnQ,https://api.spotify.com/v1/audio-analysis/2wBKu3yjrxP4VsuZW61CnQ,209267,4,The Shaskeen Ceili Band,ceilidh
23,0.709,0.721,2,-7.478,1,0.0407,0.272,0.0,0.0133,0.981,131.308,audio_features,21toAIDy5RhPet3EkP2DSI,spotify:track:21toAIDy5RhPet3EkP2DSI,https://api.spotify.com/v1/tracks/21toAIDy5RhPet3EkP2DSI,https://api.spotify.com/v1/audio-analysis/21toAIDy5RhPet3EkP2DSI,155758,4,Gunna Sound Ceilidh Band,ceilidh
24,0.607,0.664,6,-7.93,1,0.0494,0.0528,0.0,0.0777,0.818,98.003,audio_features,7nsWrPmCwLg1Y9VffGuFcS,spotify:track:7nsWrPmCwLg1Y9VffGuFcS,https://api.spotify.com/v1/tracks/7nsWrPmCwLg1Y9VffGuFcS,https://api.spotify.com/v1/audio-analysis/7nsWrPmCwLg1Y9VffGuFcS,260373,4,Ceili Rain,ceilidh
25,0.479,0.753,11,-7.81,1,0.0431,0.0406,0.0,0.126,0.628,117.758,audio_features,3Vnyk34zkx5GY7gW5xamBa,spotify:track:3Vnyk34zkx5GY7gW5xamBa,https://api.spotify.com/v1/tracks/3Vnyk34zkx5GY7gW5xamBa,https://api.spotify.com/v1/audio-analysis/3Vnyk34zkx5GY7gW5xamBa,343240,4,Ceili Rain,ceilidh
26,0.433,0.272,7,-13.857,1,0.0355,0.648,0.263,0.216,0.724,82.351,audio_features,7BA6WesukCAYYmZxW8N9MA,spotify:track:7BA6WesukCAYYmZxW8N9MA,https://api.spotify.com/v1/tracks/7BA6WesukCAYYmZxW8N9MA,https://api.spotify.com/v1/audio-analysis/7BA6WesukCAYYmZxW8N9MA,226573,4,The Irish Ceili Band,ceilidh
27,0.417,0.373,4,-10.146,1,0.0259,0.838,1.81e-05,0.0889,0.442,151.907,audio_features,6gMl8KroiQt4cGrrwNWmHk,spotify:track:6gMl8KroiQt4cGrrwNWmHk,https://api.spotify.com/v1/tracks/6gMl8KroiQt4cGrrwNWmHk,https://api.spotify.com/v1/audio-analysis/6gMl8KroiQt4cGrrwNWmHk,256256,3,Blackwater Céilí Band,ceilidh
28,0.678,0.668,11,-8.733,0,0.0495,0.632,0.0,0.0748,0.923,128.896,audio_features,2mvRB6MwosRL5QZnReWWS9,spotify:track:2mvRB6MwosRL5QZnReWWS9,https://api.spotify.com/v1/tracks/2mvRB6MwosRL5QZnReWWS9,https://api.spotify.com/v1/audio-analysis/2mvRB6MwosRL5QZnReWWS9,190867,4,Gunna Sound Ceilidh Band,ceilidh
29,0.549,0.82,7,-6.456,1,0.0465,0.874,0.918,0.33,0.965,116.898,audio_features,3EDkqXGrSqNGJ0cEqwL2YN,spotify:track:3EDkqXGrSqNGJ0cEqwL2YN,https://api.spotify.com/v1/tracks/3EDkqXGrSqNGJ0cEqwL2YN,https://api.spotify.com/v1/audio-analysis/3EDkqXGrSqNGJ0cEqwL2YN,189971,4,Kilfenora Céilí Band,ceilidh
30,0.442,0.788,0,-7.981,1,0.0807,0.254,0.0,0.0665,0.838,186.503,audio_features,2veM8LFh4bvvWe6Ju0OYHs,spotify:track:2veM8LFh4bvvWe6Ju0OYHs,https://api.spotify.com/v1/tracks/2veM8LFh4bvvWe6Ju0OYHs,https://api.spotify.com/v1/audio-analysis/2veM8LFh4bvvWe6Ju0OYHs,365067,4,Ceili Rain,ceilidh
31,0.683,0.437,2,-10.879,1,0.0396,0.705,0.874,0.193,0.965,121.677,audio_features,5rCjao6SWZKOr6rHNyS41b,spotify:track:5rCjao6SWZKOr6rHNyS41b,https://api.spotify.com/v1/tracks/5rCjao6SWZKOr6rHNyS41b,https://api.spotify.com/v1/audio-analysis/5rCjao6SWZKOr6rHNyS41b,229733,4,The Irish Ceili Band,ceilidh
32,0.688,0.751,5,-12.206,1,0.0409,0.663,0.899,0.12,0.973,117.899,audio_features,7wzKKYkpyS1o1F6vyhVK6B,spotify:track:7wzKKYkpyS1o1F6vyhVK6B,https://api.spotify.com/v1/tracks/7wzKKYkpyS1o1F6vyhVK6B,https://api.spotify.com/v1/audio-analysis/7wzKKYkpyS1o1F6vyhVK6B,170493,4,The Gallowglass Ceili Band,ceilidh
33,0.885,0.88,9,-6.203,1,0.044,0.484,0.854,0.0857,0.962,116.527,audio_features,1vTaZkujlD5CHuFrzIYLwN,spotify:track:1vTaZkujlD5CHuFrzIYLwN,https://api.spotify.com/v1/tracks/1vTaZkujlD5CHuFrzIYLwN,https://api.spotify.com/v1/audio-analysis/1vTaZkujlD5CHuFrzIYLwN,200960,4,Brian Boru Ceili Band,ceilidh
34,0.517,0.254,0,-11.985,0,0.0323,0.833,1.8e-06,0.179,0.719,88.134,audio_features,5NtF8DsQxFNPVcd8RZ5z4i,spotify:track:5NtF8DsQxFNPVcd8RZ5z4i,https://api.spotify.com/v1/tracks/5NtF8DsQxFNPVcd8RZ5z4i,https://api.spotify.com/v1/audio-analysis/5NtF8DsQxFNPVcd8RZ5z4i,138646,4,Ceilidh-Jo Rowe,ceilidh
35,0.469,0.899,2,-6.536,0,0.0915,0.00487,0.0,0.101,0.571,137.293,audio_features,1nZGMHQ0ocUh9ZGR84OGtI,spotify:track:1nZGMHQ0ocUh9ZGR84OGtI,https://api.spotify.com/v1/tracks/1nZGMHQ0ocUh9ZGR84OGtI,https://api.spotify.com/v1/audio-analysis/1nZGMHQ0ocUh9ZGR84OGtI,300400,4,Ceili Rain,ceilidh
36,0.499,0.25,7,-7.398,1,0.0245,0.893,0.0,0.0973,0.233,87.124,audio_features,06Bv1zCz1j1zKcxSHZx3vB,spotify:track:06Bv1zCz1j1zKcxSHZx3vB,https://api.spotify.com/v1/tracks/06Bv1zCz1j1zKcxSHZx3vB,https://api.spotify.com/v1/audio-analysis/06Bv1zCz1j1zKcxSHZx3vB,319718,4,Kilfenora Céilí Band,ceilidh
37,0.616,0.471,2,-10.5,1,0.054,0.306,0.0,0.0674,0.811,113.899,audio_features,2g88Zmxj1BNBaq5OIJVppP,spotify:track:2g88Zmxj1BNBaq5OIJVppP,https://api.spotify.com/v1/tracks/2g88Zmxj1BNBaq5OIJVppP,https://api.spotify.com/v1/audio-analysis/2g88Zmxj1BNBaq5OIJVppP,146613,4,The Glencraig Scottish Dance Band,ceilidh
38,0.76,0.721,7,-4.212,1,0.0498,0.562,0.41,0.169,0.854,119.168,audio_features,7EQZlT7vH6e1V5gw8zZlHe,spotify:track:7EQZlT7vH6e1V5gw8zZlHe,https://api.spotify.com/v1/tracks/7EQZlT7vH6e1V5gw8zZlHe,https://api.spotify.com/v1/audio-analysis/7EQZlT7vH6e1V5gw8zZlHe,138307,4,The Lothian Scottish Dance Band,ceilidh
39,0.676,0.366,2,-14.084,1,0.0425,0.534,0.781,0.521,0.963,121.51,audio_features,0QrNlXpfvexBCoYYckNQKD,spotify:track:0QrNlXpfvexBCoYYckNQKD,https://api.spotify.com/v1/tracks/0QrNlXpfvexBCoYYckNQKD,https://api.spotify.com/v1/audio-analysis/0QrNlXpfvexBCoYYckNQKD,224000,4,The Celtic Ceili Band,ceilidh
40,0.296,0.449,5,-8.308,1,0.0298,0.144,0.000201,0.257,0.33,162.242,audio_features,6AsmBfsQ3GDKo3QJDpwjyg,spotify:track:6AsmBfsQ3GDKo3QJDpwjyg,https://api.spotify.com/v1/tracks/6AsmBfsQ3GDKo3QJDpwjyg,https://api.spotify.com/v1/audio-analysis/6AsmBfsQ3GDKo3QJDpwjyg,422133,3,Ceili Rain,ceilidh
41,0.715,0.698,7,-12.428,1,0.0434,0.703,0.377,0.0748,0.97,122.28,audio_features,7aOK7jOQ6ophAbImwoqRqz,spotify:track:7aOK7jOQ6ophAbImwoqRqz,https://api.spotify.com/v1/tracks/7aOK7jOQ6ophAbImwoqRqz,https://api.spotify.com/v1/audio-analysis/7aOK7jOQ6ophAbImwoqRqz,172827,4,The Gallowglass Ceili Band,ceilidh
42,0.525,0.909,7,-5.508,1,0.0625,0.00615,2.2e-05,0.0221,0.731,117.971,audio_features,379DDlIsUIfqLw914tfXoE,spotify:track:379DDlIsUIfqLw914tfXoE,https://api.spotify.com/v1/tracks/379DDlIsUIfqLw914tfXoE,https://api.spotify.com/v1/audio-analysis/379DDlIsUIfqLw914tfXoE,232133,4,Ceili Rain,ceilidh
43,0.367,0.378,5,-9.218,1,0.0306,0.301,0.00352,0.338,0.377,79.062,audio_features,6pFroSHy0OERDCN7V4D0SJ,spotify:track:6pFroSHy0OERDCN7V4D0SJ,https://api.spotify.com/v1/tracks/6pFroSHy0OERDCN7V4D0SJ,https://api.spotify.com/v1/audio-analysis/6pFroSHy0OERDCN7V4D0SJ,214947,3,The Gallowglass Ceili Band,ceilidh
44,0.686,0.833,11,-6.214,1,0.0493,0.0249,0.0,0.0413,0.918,121.053,audio_features,0cKvAWyDKZuXjYwe5r7E5F,spotify:track:0cKvAWyDKZuXjYwe5r7E5F,https://api.spotify.com/v1/tracks/0cKvAWyDKZuXjYwe5r7E5F,https://api.spotify.com/v1/audio-analysis/0cKvAWyDKZuXjYwe5r7E5F,323133,4,Ceili Rain,ceilidh
45,0.539,0.341,2,-13.595,1,0.0362,0.458,0.12,0.345,0.884,119.168,audio_features,1SM5qjkyowPkMXW4WMCTOl,spotify:track:1SM5qjkyowPkMXW4WMCTOl,https://api.spotify.com/v1/tracks/1SM5qjkyowPkMXW4WMCTOl,https://api.spotify.com/v1/audio-analysis/1SM5qjkyowPkMXW4WMCTOl,197800,4,The Irish Ceili Band,ceilidh
46,0.509,0.107,7,-14.878,1,0.0421,0.904,0.00294,0.0679,0.807,84.443,audio_features,012EJ9Jpjq0ygaUvNLuQnw,spotify:track:012EJ9Jpjq0ygaUvNLuQnw,https://api.spotify.com/v1/tracks/012EJ9Jpjq0ygaUvNLuQnw,https://api.spotify.com/v1/audio-analysis/012EJ9Jpjq0ygaUvNLuQnw,216107,4,Old Bay Ceili Band,ceilidh
47,0.692,0.778,5,-11.945,1,0.0406,0.669,0.895,0.128,0.974,117.907,audio_features,4XY8b0RVvaiNKBWqXyQsSX,spotify:track:4XY8b0RVvaiNKBWqXyQsSX,https://api.spotify.com/v1/tracks/4XY8b0RVvaiNKBWqXyQsSX,https://api.spotify.com/v1/audio-analysis/4XY8b0RVvaiNKBWqXyQsSX,170933,4,The Gallowglass Ceili Band,ceilidh
48,0.729,0.712,2,-9.351,1,0.0518,0.762,0.0044,0.154,0.981,126.871,audio_features,14qoU5m7GYT3eOjk3f0GvV,spotify:track:14qoU5m7GYT3eOjk3f0GvV,https://api.spotify.com/v1/tracks/14qoU5m7GYT3eOjk3f0GvV,https://api.spotify.com/v1/audio-analysis/14qoU5m7GYT3eOjk3f0GvV,115750,4,The Celtic Ceili Band,ceilidh
49,0.646,0.788,6,-8.127,0,0.0643,0.293,0.0,0.048,0.757,108.056,audio_features,3MFMnufgh9dvQ57doHvbnb,spotify:track:3MFMnufgh9dvQ57doHvbnb,https://api.spotify.com/v1/tracks/3MFMnufgh9dvQ57doHvbnb,https://api.spotify.com/v1/audio-analysis/3MFMnufgh9dvQ57doHvbnb,149722,4,Gunna Sound Ceilidh Band,ceilidh
0,0.559,0.488,4,-5.896,1,0.0254,0.639,0.00214,0.134,0.444,71.87,audio_features,1bVJzskZVP6YcUFpKOP8I7,spotify:track:1bVJzskZVP6YcUFpKOP8I7,https://api.spotify.com/v1/tracks/1bVJzskZVP6YcUFpKOP8I7,https://api.spotify.com/v1/audio-analysis/1bVJzskZVP6YcUFpKOP8I7,212493,4,We Banjo 3,irish neo-traditional
1,0.67,0.749,11,-6.432,0,0.0408,0.0255,0.797,0.108,0.5,124.927,audio_features,2gHH4oSsdrli2lo0aeSkMW,spotify:track:2gHH4oSsdrli2lo0aeSkMW,https://api.spotify.com/v1/tracks/2gHH4oSsdrli2lo0aeSkMW,https://api.spotify.com/v1/audio-analysis/2gHH4oSsdrli2lo0aeSkMW,215693,4,Beoga,irish neo-traditional
2,0.554,0.577,2,-8.946,1,0.0472,0.479,0.000319,0.196,0.695,124.422,audio_features,2ERAwOjZfux9fbdABom50A,spotify:track:2ERAwOjZfux9fbdABom50A,https://api.spotify.com/v1/tracks/2ERAwOjZfux9fbdABom50A,https://api.spotify.com/v1/audio-analysis/2ERAwOjZfux9fbdABom50A,208000,4,Ciaran Tourish,irish neo-traditional
3,0.594,0.479,7,-8.95,1,0.0388,0.875,0.000415,0.0538,0.96,105.152,audio_features,4FCpQohP3NqDWuh9ayfAOM,spotify:track:4FCpQohP3NqDWuh9ayfAOM,https://api.spotify.com/v1/tracks/4FCpQohP3NqDWuh9ayfAOM,https://api.spotify.com/v1/audio-analysis/4FCpQohP3NqDWuh9ayfAOM,250160,4,Téada,irish neo-traditional
4,0.76,0.292,0,-14.534,1,0.0774,0.829,0.303,0.0832,0.568,104.939,audio_features,6wWFTcKlIQlpfJWPlqCh4n,spotify:track:6wWFTcKlIQlpfJWPlqCh4n,https://api.spotify.com/v1/tracks/6wWFTcKlIQlpfJWPlqCh4n,https://api.spotify.com/v1/audio-analysis/6wWFTcKlIQlpfJWPlqCh4n,229264,4,The Fretless,irish neo-traditional
5,0.677,0.626,7,-3.902,1,0.0296,0.725,1.25e-06,0.0866,0.512,106.905,audio_features,6LLul5aB8bnW17nZRzA2th,spotify:track:6LLul5aB8bnW17nZRzA2th,https://api.spotify.com/v1/tracks/6LLul5aB8bnW17nZRzA2th,https://api.spotify.com/v1/audio-analysis/6LLul5aB8bnW17nZRzA2th,158027,4,We Banjo 3,irish neo-traditional
6,0.422,0.105,10,-16.691,1,0.0317,0.95,0.473,0.0972,0.366,134.577,audio_features,3ICfgpNKzxL73XzcQF4OqC,spotify:track:3ICfgpNKzxL73XzcQF4OqC,https://api.spotify.com/v1/tracks/3ICfgpNKzxL73XzcQF4OqC,https://api.spotify.com/v1/audio-analysis/3ICfgpNKzxL73XzcQF4OqC,238467,4,Kasír,irish neo-traditional
7,0.607,0.701,2,-5.023,0,0.0314,0.638,0.0,0.352,0.9,108.29,audio_features,7MGEaVNwpog9jzVsXp7Wda,spotify:track:7MGEaVNwpog9jzVsXp7Wda,https://api.spotify.com/v1/tracks/7MGEaVNwpog9jzVsXp7Wda,https://api.spotify.com/v1/audio-analysis/7MGEaVNwpog9jzVsXp7Wda,175173,3,Solas,irish neo-traditional
8,0.44,0.35,9,-12.129,1,0.051,0.955,0.00854,0.0966,0.333,99.932,audio_features,2HuM4u9jZHiHi0GuJpTTjc,spotify:track:2HuM4u9jZHiHi0GuJpTTjc,https://api.spotify.com/v1/tracks/2HuM4u9jZHiHi0GuJpTTjc,https://api.spotify.com/v1/audio-analysis/2HuM4u9jZHiHi0GuJpTTjc,413373,4,The Gloaming,irish neo-traditional
9,0.579,0.726,10,-7.018,0,0.0328,0.176,0.816,0.0876,0.792,124.04,audio_features,2XTBV1XWGuMCRt5HDJozBh,spotify:track:2XTBV1XWGuMCRt5HDJozBh,https://api.spotify.com/v1/tracks/2XTBV1XWGuMCRt5HDJozBh,https://api.spotify.com/v1/audio-analysis/2XTBV1XWGuMCRt5HDJozBh,303853,4,Brian Finnegan,irish neo-traditional
10,0.562,0.565,9,-7.436,1,0.0474,0.897,0.00867,0.164,0.954,117.314,audio_features,5MH17KACijBOpJZ6VGVibO,spotify:track:5MH17KACijBOpJZ6VGVibO,https://api.spotify.com/v1/tracks/5MH17KACijBOpJZ6VGVibO,https://api.spotify.com/v1/audio-analysis/5MH17KACijBOpJZ6VGVibO,320508,4,Altan,irish neo-traditional
11,0.473,0.711,7,-6.311,1,0.032,0.418,0.234,0.556,0.664,112.144,audio_features,0phiCWlaRaxCO6N3fCs6P7,spotify:track:0phiCWlaRaxCO6N3fCs6P7,https://api.spotify.com/v1/tracks/0phiCWlaRaxCO6N3fCs6P7,https://api.spotify.com/v1/audio-analysis/0phiCWlaRaxCO6N3fCs6P7,296067,4,Lúnasa,irish neo-traditional
12,0.62,0.469,10,-12.641,1,0.0363,0.636,0.836,0.185,0.26,152.984,audio_features,51veHM2h68AcwcqgLOJT6x,spotify:track:51veHM2h68AcwcqgLOJT6x,https://api.spotify.com/v1/tracks/51veHM2h68AcwcqgLOJT6x,https://api.spotify.com/v1/audio-analysis/51veHM2h68AcwcqgLOJT6x,257773,4,the olllam,irish neo-traditional
13,0.583,0.161,9,-12.362,1,0.0361,0.957,0.959,0.108,0.364,115.294,audio_features,34gtzi42R1wEEYXIsNaQzF,spotify:track:34gtzi42R1wEEYXIsNaQzF,https://api.spotify.com/v1/tracks/34gtzi42R1wEEYXIsNaQzF,https://api.spotify.com/v1/audio-analysis/34gtzi42R1wEEYXIsNaQzF,201813,4,Kasír,irish neo-traditional
14,0.581,0.17,4,-10.241,1,0.0312,0.914,0.00338,0.104,0.23,133.832,audio_features,4RMCSBsOSY40jMKnJwAdiS,spotify:track:4RMCSBsOSY40jMKnJwAdiS,https://api.spotify.com/v1/tracks/4RMCSBsOSY40jMKnJwAdiS,https://api.spotify.com/v1/audio-analysis/4RMCSBsOSY40jMKnJwAdiS,282267,4,Mick McAuley,irish neo-traditional
15,0.681,0.864,4,-4.059,1,0.0381,0.758,0.926,0.18,0.617,132.992,audio_features,7ltSWDRkYI2DoFJiv77XUz,spotify:track:7ltSWDRkYI2DoFJiv77XUz,https://api.spotify.com/v1/tracks/7ltSWDRkYI2DoFJiv77XUz,https://api.spotify.com/v1/audio-analysis/7ltSWDRkYI2DoFJiv77XUz,295174,4,Talisk,irish neo-traditional
16,0.484,0.715,3,-8.184,1,0.0318,0.344,8.48e-05,0.383,0.965,100.652,audio_features,33phYUvZsd3bwKOFXN1bYp,spotify:track:33phYUvZsd3bwKOFXN1bYp,https://api.spotify.com/v1/tracks/33phYUvZsd3bwKOFXN1bYp,https://api.spotify.com/v1/audio-analysis/33phYUvZsd3bwKOFXN1bYp,185017,4,The Kilkennys,irish neo-traditional
17,0.44,0.196,2,-14.493,1,0.0852,0.944,5.45e-05,0.127,0.161,175.067,audio_features,56FGZzEIxKrPZUsQsvxDvW,spotify:track:56FGZzEIxKrPZUsQsvxDvW,https://api.spotify.com/v1/tracks/56FGZzEIxKrPZUsQsvxDvW,https://api.spotify.com/v1/audio-analysis/56FGZzEIxKrPZUsQsvxDvW,255318,4,The Gloaming,irish neo-traditional
