,danceability,energy,key,loudness,mode,speechiness,acousticness,instrumentalness,liveness,valence,tempo,type,id,uri,track_href,analysis_url,duration_ms,time_signature,artist,genre
58,0.516,0.935,2,-2.668,1,0.0421,0.787,0.985,0.345,0.986,117.821,audio_features,5bTrQqjkkAXU0Vmcx71RYv,spotify:track:5bTrQqjkkAXU0Vmcx71RYv,https://api.spotify.com/v1/tracks/5bTrQqjkkAXU0Vmcx71RYv,https://api.spotify.com/v1/audio-analysis/5bTrQqjkkAXU0Vmcx71RYv,235064,4,The Shandrum Céilí Band,All Ireland Céilí Bands
59,0.266,0.555,2,-3.63,1,0.0338,0.92,0.886,0.0876,0.908,172.439,audio_features,4FzHc9tGx3XeAoBBDtfBku,spotify:track:4FzHc9tGx3XeAoBBDtfBku,https://api.spotify.com/v1/tracks/4FzHc9tGx3XeAoBBDtfBku,https://api.spotify.com/v1/audio-analysis/4FzHc9tGx3XeAoBBDtfBku,284299,3,The Shandrum Céilí Band,All Ireland Céilí Bands
60,0.574,0.775,2,-3.26,1,0.037,0.68,0.0821,0.237,0.986,146.606,audio_features,1W1N3MwVPpIlGs7e4FuiCA,spotify:track:1W1N3MwVPpIlGs7e4FuiCA,https://api.spotify.com/v1/tracks/1W1N3MwVPpIlGs7e4FuiCA,https://api.spotify.com/v1/audio-analysis/1W1N3MwVPpIlGs7e4FuiCA,215393,4,The Shandrum Céilí Band,All Ireland Céilí Bands
61,0.388,0.693,7,-3.981,1,0.0487,0.753,0.51,0.0736,0.983,172.147,audio_features,1JUrYBUZDbK13SP8mpCxKy,spotify:track:1JUrYBUZDbK13SP8mpCxKy,https://api.spotify.com/v1/tracks/1JUrYBUZDbK13SP8mpCxKy,https://api.spotify.com/v1/audio-analysis/1JUrYBUZDbK13SP8mpCxKy,231361,4,The Shandrum Céilí Band,All Ireland Céilí Bands
62,0.557,0.867,2,-3.495,1,0.0415,0.735,0.974,0.275,0.986,129.086,audio_features,11fHD4kFhQrZBogxKkUpID,spotify:track:11fHD4kFhQrZBogxKkUpID,https://api.spotify.com/v1/tracks/11fHD4kFhQrZBogxKkUpID,https://api.spotify.com/v1/audio-analysis/11fHD4kFhQrZBogxKkUpID,155929,4,The Shandrum Céilí Band,All Ireland Céilí Bands
63,0.477,0.898,2,-3.035,1,0.0427,0.784,0.986,0.353,0.988,118.064,audio_features,4gEfoPRv70eKs0jiqxQrWX,spotify:track:4gEfoPRv70eKs0jiqxQrWX,https://api.spotify.com/v1/tracks/4gEfoPRv70eKs0jiqxQrWX,https://api.spotify.com/v1/audio-analysis/4gEfoPRv70eKs0jiqxQrWX,202483,4,The Shandrum Céilí Band,All Ireland Céilí Bands
64,0.648,0.726,7,-3.293,1,0.0405,0.669,0.958,0.0687,0.98,120.508,audio_features,0Xf3sr7l8nLwZJfxvPVskd,spotify:track:0Xf3sr7l8nLwZJfxvPVskd,https://api.spotify.com/v1/tracks/0Xf3sr7l8nLwZJfxvPVskd,https://api.spotify.com/v1/audio-analysis/0Xf3sr7l8nLwZJfxvPVskd,135650,4,The Shandrum Céilí Band,All Ireland Céilí Bands
65,0.376,0.919,9,-2.78,1,0.0426,0.686,0.503,0.363,0.98,151.241,audio_features,2do7KUDhrDoSpSc3yMKrc3,spotify:track:2do7KUDhrDoSpSc3yMKrc3,https://api.spotify.com/v1/tracks/2do7KUDhrDoSpSc3yMKrc3,https://api.spotify.com/v1/audio-analysis/2do7KUDhrDoSpSc3yMKrc3,212227,4,The Shandrum Céilí Band,All Ireland Céilí Bands
66,0.552,0.963,2,-2.877,1,0.0442,0.684,0.953,0.371,0.985,118.99,audio_features,67rKOClK0VX2TEYp0TSyss,spotify:track:67rKOClK0VX2TEYp0TSyss,https://api.spotify.com/v1/tracks/67rKOClK0VX2TEYp0TSyss,https://api.spotify.com/v1/audio-analysis/67rKOClK0VX2TEYp0TSyss,264517,4,The Shandrum Céilí Band,All Ireland Céilí Bands
67,0.516,0.547,2,-3.728,1,0.0313,0.752,0.0816,0.0423,0.968,111.958,audio_features,4VbRsLPF6wZ1qorCx4zSta,spotify:track:4VbRsLPF6wZ1qorCx4zSta,https://api.spotify.com/v1/tracks/4VbRsLPF6wZ1qorCx4zSta,https://api.spotify.com/v1/audio-analysis/4VbRsLPF6wZ1qorCx4zSta,93220,4,The Shandrum Céilí Band,All Ireland Céilí Bands
68,0.576,0.573,7,-7.223,1,0.0411,0.93,0.643,0.312,0.964,109.621,audio_features,216ZK0LmuWxfNq0CNhhFIf,spotify:track:216ZK0LmuWxfNq0CNhhFIf,https://api.spotify.com/v1/tracks/216ZK0LmuWxfNq0CNhhFIf,https://api.spotify.com/v1/audio-analysis/216ZK0LmuWxfNq0CNhhFIf,155733,4,Dartry Ceili Band,All Ireland Céilí Bands
69,0.647,0.551,4,-7.941,0,0.0486,0.803,0.0458,0.0336,0.984,122.41,audio_features,4bYlKcTZZLfEZo7SGfFJdz,spotify:track:4bYlKcTZZLfEZo7SGfFJdz,https://api.spotify.com/v1/tracks/4bYlKcTZZLfEZo7SGfFJdz,https://api.spotify.com/v1/audio-analysis/4bYlKcTZZLfEZo7SGfFJdz,165146,4,Dartry Ceili Band,All Ireland Céilí Bands
70,0.717,0.376,2,-7.953,1,0.0419,0.891,0.204,0.0217,0.976,113.242,audio_features,0dwsr8u4SJdaicQvY9D6ZD,spotify:track:0dwsr8u4SJdaicQvY9D6ZD,https://api.spotify.com/v1/tracks/0dwsr8u4SJdaicQvY9D6ZD,https://api.spotify.com/v1/audio-analysis/0dwsr8u4SJdaicQvY9D6ZD,144946,4,Dartry Ceili Band,All Ireland Céilí Bands
71,0.468,0.156,9,-10.487,1,0.0307,0.891,0.0,0.0719,0.564,163.615,audio_features,1yR4yGK1l3etALXuv6aRNH,spotify:track:1yR4yGK1l3etALXuv6aRNH,https://api.spotify.com/v1/tracks/1yR4yGK1l3etALXuv6aRNH,https://api.spotify.com/v1/audio-analysis/1yR4yGK1l3etALXuv6aRNH,181520,3,Dartry Ceili Band,All Ireland Céilí Bands
72,0.641,0.662,7,-7.129,1,0.0411,0.755,0.642,0.0639,0.968,113.589,audio_features,3Lf8KQDaVb0ltY5VdOmVs4,spotify:track:3Lf8KQDaVb0ltY5VdOmVs4,https://api.spotify.com/v1/tracks/3Lf8KQDaVb0ltY5VdOmVs4,https://api.spotify.com/v1/audio-analysis/3Lf8KQDaVb0ltY5VdOmVs4,219880,4,Dartry Ceili Band,All Ireland Céilí Bands
73,0.63,0.481,7,-7.325,1,0.0393,0.855,0.0473,0.334,0.966,118.594,audio_features,1gnn4zhoWZDZrw5pOjPZ86,spotify:track:1gnn4zhoWZDZrw5pOjPZ86,https://api.spotify.com/v1/tracks/1gnn4zhoWZDZrw5pOjPZ86,https://api.spotify.com/v1/audio-analysis/1gnn4zhoWZDZrw5pOjPZ86,248826,4,Dartry Ceili Band,All Ireland Céilí Bands
74,0.64,0.517,7,-6.948,1,0.0549,0.843,0.153,0.0586,0.972,122.474,audio_features,7GsI8G8JnpJH33xINyUjZ9,spotify:track:7GsI8G8JnpJH33xINyUjZ9,https://api.spotify.com/v1/tracks/7GsI8G8JnpJH33xINyUjZ9,https://api.spotify.com/v1/audio-analysis/7GsI8G8JnpJH33xINyUjZ9,165773,4,Dartry Ceili Band,All Ireland Céilí Bands
75,0.695,0.476,2,-6.71,1,0.0457,0.893,0.00179,0.0407,0.983,114.493,audio_features,1geGaMMbhiOIm7CqTVYA6u,spotify:track:1geGaMMbhiOIm7CqTVYA6u,https://api.spotify.com/v1/tracks/1geGaMMbhiOIm7CqTVYA6u,https://api.spotify.com/v1/audio-analysis/1geGaMMbhiOIm7CqTVYA6u,143520,4,Dartry Ceili Band,All Ireland Céilí Bands
76,0.458,0.46,7,-7.737,1,0.0545,0.944,0.869,0.055,0.977,179.804,audio_features,7IKEygEWcTtng1Fnk3YrBH,spotify:track:7IKEygEWcTtng1Fnk3YrBH,https://api.spotify.com/v1/tracks/7IKEygEWcTtng1Fnk3YrBH,https://api.spotify.com/v1/audio-analysis/7IKEygEWcTtng1Fnk3YrBH,179186,4,Dartry Ceili Band,All Ireland Céilí Bands
77,0.642,0.587,7,-7.917,1,0.0374,0.849,0.812,0.0778,0.981,112.947,audio_features,0pbPSSI1sc4Rqe0ToDIqSy,spotify:track:0pbPSSI1sc4Rqe0ToDIqSy,https://api.spotify.com/v1/tracks/0pbPSSI1sc4Rqe0ToDIqSy,https://api.spotify.com/v1/audio-analysis/0pbPSSI1sc4Rqe0ToDIqSy,212533,4,Dartry Ceili Band,All Ireland Céilí Bands
78,0.601,0.432,0,-6.268,1,0.0542,0.788,0.0,0.212,0.84,86.173,audio_features,7mFNtmGhG4sNdsZgxRT5RN,spotify:track:7mFNtmGhG4sNdsZgxRT5RN,https://api.spotify.com/v1/tracks/7mFNtmGhG4sNdsZgxRT5RN,https://api.spotify.com/v1/audio-analysis/7mFNtmGhG4sNdsZgxRT5RN,216893,4,Dartry Ceili Band,All Ireland Céilí Bands
79,0.655,0.378,7,-7.456,1,0.0439,0.935,0.444,0.0749,0.973,96.728,audio_features,1xA5i05zPLh1McOX89PXlh,spotify:track:1xA5i05zPLh1McOX89PXlh,https://api.spotify.com/v1/tracks/1xA5i05zPLh1McOX89PXlh,https://api.spotify.com/v1/audio-analysis/1xA5i05zPLh1McOX89PXlh,166586,4,Dartry Ceili Band,All Ireland Céilí Bands
80,0.624,0.628,2,-7.361,1,0.0467,0.809,0.169,0.0982,0.977,125.467,audio_features,1q6jvelW7QGAN9nDl9XABI,spotify:track:1q6jvelW7QGAN9nDl9XABI,https://api.spotify.com/v1/tracks/1q6jvelW7QGAN9nDl9XABI,https://api.spotify.com/v1/audio-analysis/1q6jvelW7QGAN9nDl9XABI,162226,4,Dartry Ceili Band,All Ireland Céilí Bands
81,0.652,0.726,7,-6.483,1,0.0384,0.772,0.328,0.314,0.968,114.775,audio_features,1r4nJJKZKVft9gknVU53yO,spotify:track:1r4nJJKZKVft9gknVU53yO,https://api.spotify.com/v1/tracks/1r4nJJKZKVft9gknVU53yO,https://api.spotify.com/v1/audio-analysis/1r4nJJKZKVft9gknVU53yO,216120,4,Dartry Ceili Band,All Ireland Céilí Bands
